id,sf_participant,region,gender,age,edu,status,hh_mem,agri_long,irriga,loan,Non-Farm Act,other_inc,agri Org_mem,Year,crop1,land_crop1_in,price_crop1_in,Tot_Yield_crop1,Avg_Prod_Crop1,ProductivityCrop1_Ch,Land_Proportion_Crop1,Weight_ProduCrop1_Ch,crop2,land_crop2,price_crop2,Tot_Yield_crop2,Avg_Prod_Crop2,ProductivityCrop2_Ch,Land_Proportion_Crop2,Weight_ProduCrop2_Ch,crop3,round_crop3,land_crop3,Tot_Yield_crop3,price_crop3,Avg_Prod_Crop3,ProductivityCrop3_Ch,Land_Proportion_Crop3,Weight_ProduCrop3_Ch,Produtivity_Ch(All),Ave_ProdRisk,Ave_InputRisk,Ave_MktRisk,Ave_InfRisk,Ave_FinRisk,Overview_Risk,gov_support,29.agri_learning_chan,31.agri_tech_adapt,31.1Adapt_tech_prod,31.2farm_manag,31.3agri_entrep,31.4val_added,Avg_ProdManage,Avg_InputManage,Avg_Tech,Avg_Ana&Plan,Avg_Mkting,Avg_Network,All_Skill,Ch_ProdManage,Ch_InputManage,Ch_Tech,Ch_Ana&Plan,Ch_Mkting,Ch_Network,Ch_Skill
506,1,3,1,65,3,2,4,40,0,1,0,0,1,1,8,15,120,30000,2000,0,0.6,0,8,10,65,3000,300,0,0.4,0,,,,,,,,0,0,0,1.5,2.666666667,1,1,1,1.433333333,1,1,1,1,0,0,0,5,5,4,4.2,5,5,4.7,1,1,0.5,0.4,0,0,0.483333333
506,1,3,1,65,3,2,4,40,0,1,0,0,1,0,8,15,120,30000,2000,49,0.6,29.4,8,10,65,3000,300,-0.625,0.4,-0.25,,,,,,,,0,0,,1.5,2.666666667,1,1,1,1.433333333,1,1,1,1,0,0,0,4,4,3.5,3.8,5,5,4.22,-1,0,-1.5,-1.2,0,0,-0.616666667
507,1,3,0,42,4,2,5,35,0,1,1,360000,1,1,7,20,20,800,40,0,0.87,0,8,3,18,2400,800,0,0.130434783,0,,,,,,,,0,0,0,2,1,1,1,1,1.2,4,1,1,0,1,0,1,5,4,5,5,5,5,4.83,1,0,0,0.4,0.333333333,0,0.288888889
507,1,3,0,42,4,2,5,35,0,1,1,360000,1,0,7,20,20,800,40,-0.97,0.87,-0.84,8,3,25,2400,800,4.333333333,0.130434783,0.565217391,,,,,,,,0,0,,2,1,1,1,1,1.2,4,1,1,0,1,0,1,4,4,5,4.6,4.67,5,4.54,0,0,0,-0.4,-0.333333333,0,-0.122222222
508,1,3,0,40,5,2,3,20,0,1,0,0,1,1,1,5,13.5,7000,1400,0,0.83,0,9,1,90,150,150,-0.0625,0.166666667,-0.010416667,,,,,,,,0,0,-0.005208333,2,1.666666667,1,1,1,1.333333333,1,1,1,1,1,1,1,4,4,5,5,5,5,4.67,0,0,0,0,1,0,0.166666667
508,1,3,0,40,5,2,3,20,0,1,0,0,1,0,1,5,15.5,7000,1400,0.56,0.83,0.47,9,1,100,160,160,,0.166666667,0,,,,,,,,0,0,,2,1.666666667,1,1,1,1.333333333,1,1,1,1,1,1,1,4,4,5,5,4,5,4.5,0,-0.666666667,0.75,0,0.666666667,2,0.458333333
509,1,6,1,57,5,2,4,20,1,0,1,400000,1,1,2,49,4,44000,897.96,-0.08,0.94,-0.08,7,3,90,15900,5300,0.223076923,0.057692308,0.012869822,,,,,,,,0,0,-0.032827909,1,1,1,1,1,1,1,5,,,,,,4,4.67,4.25,5,3.33,3,4.04,0,0,0,0,0,0,0
509,1,6,1,57,5,2,4,20,1,0,1,400000,1,0,2,49,5,48000,979.59,13.69,0.94,12.9,7,3,100,13000,4333.333333,,0.057692308,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4,4.67,4.25,5,3.33,3,4.04,-0.6,-0.333333333,-0.5,0.6,-0.666666667,-1,-0.416666667
510,0,6,1,56,5,2,4,10,1,0,1,300000,1,1,2,45,5.5,3000,66.67,0.2,1,0.2,,,,,,,0,0,,,,,,,,0,0,0.2,1,1,1.666666667,1,1,1.133333333,1,5,,,,,,4.6,5,4.75,4.4,4,4,4.46,0,0,0,0,0,0,0
510,0,6,1,56,5,2,4,10,1,0,1,300000,1,0,2,45,6,2500,55.56,-0.91,1,-0.91,,,,,,,0,0,,,,,,,,0,0,,1,1,1.666666667,1,1,1.133333333,1,5,,,,,,4.6,5,4.75,4.4,4,4,4.46,1.2,1,0.5,0.4,0,-0.25,0.475
512,0,3,1,50,4,2,4,40,0,0,1,480000,1,1,1,5,13.5,3000,600,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,1,1,1,1,1.2,1,4,1,0,1,1,1,3.4,4,4.25,4,4,4.25,3.98,0,1,1,1,1,1,0.833333333
512,0,3,1,50,4,2,4,40,0,0,1,480000,1,0,1,5,15.5,3000,600,-0.4,1,-0.4,,,,,,,0,0,,,,,,,,0,0,,2,1,1,1,1,1.2,1,4,1,0,1,1,1,3.4,3,3.25,3,3,3.25,3.15,0.6,0,1,1,1,0.75,0.725
513,0,3,1,48,0,2,3,5,0,0,1,400000,1,1,8,1,70,1000,1000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,1.333333333,1,1,3.5,1.766666667,1,4,1,1,1,1,0,2.8,3,2.25,2,2,2.5,2.43,0,1,0,0,0,0,0.166666667
513,0,3,1,48,0,2,3,5,0,0,1,400000,1,0,8,1,50,1000,1000,4.33,1,4.33,,,,,,,0,0,,,,,,,,0,0,,2,1.333333333,1,1,3.5,1.766666667,1,4,1,1,1,1,0,2.8,2,2.25,2,2,2.5,2.26,-1,-1.666666667,-1,-1.4,-1,-0.5,-1.094444444
514,0,3,0,45,5,2,3,10,0,1,1,400000,1,1,1,16,18,3000,187.5,0.15,1,0.15,,,,,,,0,0,,,,,,,,0,0,0.153846154,2,2.666666667,2,2,2,2.133333333,2,5,,,,,,3.8,3.67,3.25,3.4,3,3,3.35,0.8,0.666666667,0.25,0.4,0,0,0.352777778
514,0,3,0,45,5,2,3,10,0,1,1,400000,1,0,1,16,15.6,2600,162.5,0.3,1,0.3,,,,,,,0,0,,,,,,,,0,0,,2,2.666666667,2,2,2,2.133333333,2,5,,,,,,3,3,3,3,3,3,3,0,0.666666667,1,1,1,1,0.777777778
515,0,3,0,50,1,1,2,10,0,1,0,0,1,1,1,16,18,2000,125,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,2,1.5,1.3,1,4,0,,,,,3,2.33,2,2,2,2,2.22,-1,-0.333333333,0,0,0,0,-0.222222222
515,0,3,0,50,1,1,2,10,0,1,0,0,1,0,1,16,16,2000,125,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1,1,1,2,1.5,1.3,1,4,0,,,,,4,2.67,2,2,2,2,2.44,1,0.333333333,0,0,0,0,0.222222222
516,0,3,1,60,1,2,3,50,0,0,0,0,1,1,1,16,18,2000,125,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,2,1.5,1.3,1,4,0,,,,,3,2.33,2,2,2,2,2.22,-1,-0.333333333,0,0,0,0,-0.222222222
516,0,3,1,60,1,2,3,50,0,0,0,0,1,0,1,16,16,2000,125,-0.9,1,-0.9,,,,,,,0,0,,,,,,,,0,0,,1,1,1,2,1.5,1.3,1,4,0,,,,,4,2.67,2,2,2,2,2.44,1,-0.333333333,-1,-1,-1,-1,-0.555555556
517,0,3,1,60,4,2,4,20,0,0,0,0,1,1,1,15,18,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
517,0,3,1,60,4,2,4,20,0,0,0,0,1,0,1,15,17,18000,1200,119,1,119,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,1,1,1,1,1,1,1
518,0,3,0,56,4,2,4,6,0,0,1,200000,1,1,8,1,20,10,10,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,2,2,2,2,2,2,2,-0.6,-0.666666667,-0.75,0,0,0,-0.336111111
518,0,3,0,56,4,2,4,6,0,0,1,200000,1,0,8,1,20,10,10,-0.93,1,-0.93,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,2.6,2.67,2.75,2,2,2,2.34,-0.4,-0.333333333,-0.25,-1,-1,-1,-0.663888889
519,0,3,1,60,4,2,3,40,0,0,0,0,1,1,1,20,21,3000,150,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,4,0,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
519,0,3,1,60,4,2,3,40,0,0,0,0,1,0,1,20,18.6,3000,150,-0.88,1,-0.88,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,4,0,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
520,0,3,0,60,4,2,4,20,0,0,0,0,1,1,1,15,21.5,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
520,0,3,0,60,4,2,4,20,0,0,0,0,1,0,1,15,19,18000,1200,0.02,1,0.02,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,-0.4,-0.666666667,0,-0.4,0.666666667,-1,-0.3
521,0,3,1,60,4,2,4,20,0,0,1,100000,1,1,1,17,19.65,20000,1176.47,-0.02,1,-0.02,,,,,,,0,0,,,,,,,,0,0,-0.019607843,1,1,1,1,1,1,1,5,,,,,,3.4,3.67,3,3.4,2.33,4,3.3,0.4,0.666666667,0,0.4,0,1,0.411111111
521,0,3,1,60,4,2,4,20,0,0,1,100000,1,0,1,15,16.79,18000,1200,0.09,1,0.09,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,2.33,3,2.89,0,0,0,0,-0.666666667,0,-0.111111111
522,0,3,1,65,4,2,4,40,0,0,0,0,1,1,1,10,18,11000,1100,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
522,0,3,1,65,4,2,4,40,0,0,0,0,1,0,1,10,15,11000,1100,-0.63,1,-0.63,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,-1,-1,-1.5,-0.8,1.666666667,0.5,-0.355555556
523,0,3,0,50,1,2,4,36,0,0,1,400000,1,1,1,20,20,60000,3000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1.666666667,1,1,1,1.233333333,1,3,1,1,1,1,0,4,4,4.5,3.8,1.33,2.5,3.36,0,0,0,0,0,0,0
523,0,3,0,50,1,2,4,36,0,0,1,400000,1,0,1,20,19,60000,3000,0.6,1,0.6,,,,,,,0,0,,,,,,,,0,0,,1.5,1.666666667,1,1,1,1.233333333,1,3,1,1,1,1,0,4,4,4.5,3.8,1.33,2.5,3.36,1.2,1,2.5,0.8,-1.333333333,-0.25,0.652777778
524,1,3,0,51,1,2,5,40,0,0,0,0,1,1,1,16,20,30000,1875,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.25,1.666666667,1,1,1,1.183333333,1,4,0,,,,,2.8,3,2,3,2.67,2.75,2.7,0,0,0,0,0,0,0
524,1,3,0,51,1,2,5,40,0,0,0,0,1,0,1,16,16,30000,1875,0.25,1,0.25,,,,,,,0,0,,,,,,,,0,0,,1.25,1.666666667,1,1,1,1.183333333,1,4,0,,,,,2.8,3,2,3,2.67,2.75,2.7,-1.6,-1,-3,0.2,-0.333333333,-0.25,-0.997222222
525,0,3,1,52,5,2,5,30,0,0,1,480000,1,1,1,40,20,60000,1500,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2.25,3,1.333333333,1,2.5,2.016666667,1,4,1,1,1,1,0,4.4,4,5,2.8,3,3,3.7,0.4,0,0,0,1.333333333,0,0.288888889
525,0,3,1,52,5,2,5,30,0,0,1,480000,1,0,1,40,17.86,60000,1500,0.67,1,0.67,,,,,,,0,0,,,,,,,,0,0,,2.25,3,1.333333333,1,2.5,2.016666667,1,4,1,1,1,1,0,4,4,5,2.8,1.67,3,3.41,0.8,1,2,-0.2,-1.333333333,-0.25,0.336111111
526,1,3,1,65,1,2,4,50,0,0,0,0,1,1,1,10,19,9000,900,-0.25,1,-0.25,,,,,,,0,0,,,,,,,,0,0,-0.25,1,1,1,1,1,1,1,5,,,,,,3.2,3,3,3,3,3.25,3.08,0.2,0,0,0,0,0.25,0.075
526,1,3,1,65,1,2,4,50,0,0,0,0,1,0,1,15,17,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,-2,-1.333333333,-1,-1.2,-1,-1,-1.255555556
527,0,3,1,56,4,1,5,15,0,0,1,480000,1,1,1,15,14.7,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,4,1,1,1,1,0,5,4.33,4,4.2,4,4,4.26,0.8,0,0,0,0,0,0.133333333
527,0,3,1,56,4,1,5,15,0,0,1,480000,1,0,1,15,14,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,4,1,1,1,1,0,4.2,4.33,4,4.2,4,4,4.12,-0.8,0.333333333,0,0.2,0,0,-0.044444444
528,0,3,1,56,4,1,9,20,0,0,1,480000,1,1,1,15,23,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,4,1,1,1,1,1,5,4,4,4,4,4,4.17,0.8,0,0,0,0,0,0.133333333
528,0,3,1,56,4,1,9,20,0,0,1,480000,1,0,1,15,20,18000,1200,0.08,1,0.08,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,4,1,1,1,1,1,4.2,4,4,4,4,4,4.03,1.2,1,1,1,1,1,1.033333333
529,0,3,1,61,1,2,4,20,0,1,1,180000,1,1,1,9,18,10000,1111.11,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1,1,1,1,1.1,1,5,,,,,,3,3,3,3,3,3,3,1,1,1,1,1,1,1
529,0,3,1,61,1,2,4,20,0,1,1,180000,1,0,1,9,15,10000,1111.11,0.39,1,0.39,,,,,,,0,0,,,,,,,,0,0,,1.5,1,1,1,1,1.1,1,5,,,,,,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2
530,0,3,1,48,5,2,2,5,0,0,1,480000,1,1,1,10,17,8000,800,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,4,4,4,4,4,4,4,0,0.333333333,0,0,0,0,0.055555556
530,0,3,1,48,5,2,2,5,0,0,1,480000,1,0,1,10,15,8000,800,-0.04,1,-0.04,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4,3.67,4,4,4,4,3.94,-0.8,-1.333333333,-1,-1,-1,-1,-1.022222222
531,0,3,0,56,5,2,3,20,0,0,1,400000,1,1,1,12,19,10000,833.33,-0.31,0.92,-0.28,4,1,3.95,500,500,0,0.076923077,0,,,,,,,,0,0,-0.282051282,1.25,1,1,1,1,1.05,1,5,,,,,,4.8,5,5,5,5,5,4.97,0,0,0,0,0,0,0
531,0,3,0,56,5,2,3,20,0,0,1,400000,1,0,1,15,16,18000,1200,0,0.94,0,4,1,3.7,500,500,,0.0625,0,,,,,,,,0,0,,1.25,1,1,1,1,1.05,1,5,,,,,,4.8,5,5,5,5,5,4.97,0.4,1,1,1,1,1,0.9
532,0,3,1,40,4,1,2,5,0,0,1,360000,1,1,1,15,15,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,4.4,4,4,4,4,4,4.07,0,0,0,0,0,0,0
532,0,3,1,40,4,1,2,5,0,0,1,360000,1,0,1,15,14.5,18000,1200,6.5,1,6.5,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4.4,4,4,4,4,4,4.07,0,-1,-1,-0.8,-1,-1,-0.8
533,0,3,0,60,4,2,4,20,0,1,1,400000,1,1,8,5,150,800,160,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,4.4,5,5,4.8,5,5,4.87,0,0.333333333,0.25,0.4,0,0.25,0.205555556
533,0,3,0,60,4,2,4,20,0,1,1,400000,1,0,8,5,80,800,160,-0.98,1,-0.98,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4.4,4.67,4.75,4.4,5,4.75,4.66,-0.4,-0.333333333,0,0.2,0,0.25,-0.047222222
534,0,3,0,52,4,2,6,10,0,0,1,580000,1,1,8,15,120,96000,6400,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,4.8,5,4.75,4.2,5,4.5,4.71,0,0,0,0,0,0,0
534,0,3,0,52,4,2,6,10,0,0,1,580000,1,0,8,15,120,96000,6400,7,1,7,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,3,1,1,1,1,1,4.8,5,4.75,4.2,5,4.5,4.71,1.8,2,1.75,1.2,2,1.5,1.708333333
535,0,3,1,58,5,2,4,15,0,1,1,400000,1,1,1,10,14.7,8000,800,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,-0.2,1,1,1,1,1,1,1,5,,,,,,3,3,3,3,3,3,3,0.6,0.666666667,0,0,0,0,0.211111111
535,0,3,1,58,5,2,4,15,0,1,1,400000,1,0,1,10,10.2,10000,1000,9,1,9,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,2.4,2.33,3,3,3,3,2.79,-2.4,-2.333333333,-1.75,-1.2,-1.666666667,-1.75,-1.85
537,1,2,1,53,4,2,4,30,0,1,0,0,1,1,7,2,20,200,100,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,2,2,2,2,2,2,5,,,,,,4.8,4.67,4.75,4.2,4.67,4.75,4.64,0,0,0,0,0,0,0
537,1,2,1,53,4,2,4,30,0,1,0,0,1,0,7,2,15,200,100,-1,1,-1,,,,,,,0,0,,,,,,,,0,0,,2,2,2,2,2,2,2,5,,,,,,4.8,4.67,4.75,4.2,4.67,4.75,4.64,0.6,0.666666667,0.5,0.2,0.666666667,-0.25,0.397222222
538,1,2,0,55,5,2,4,30,0,0,1,680000,1,1,8,1,159,30000,30000,0.15,1,0.15,,,,,,,0,0,,,,,,,,0,0,0.153846154,1.75,1,1,1,1,1.15,1,5,,,,,,4.2,4,4.25,4,4,5,4.24,0,0,0,0,0,0,0
538,1,2,0,55,5,2,4,30,0,0,1,680000,1,0,8,1,159,26000,26000,19.8,1,19.8,,,,,,,0,0,,,,,,,,0,0,,1.75,1,1,1,1,1.15,1,5,,,,,,4.2,4,4.25,4,4,5,4.24,0.2,-0.333333333,0,-1,-1,0.75,-0.230555556
539,1,2,1,60,1,1,3,30,0,0,1,360000,1,1,9,2,46,2500,1250,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,4,4.33,4.25,5,5,4.25,4.47,0,0.333333333,0.75,0,0,0,0.180555556
539,1,2,1,60,1,1,3,30,0,0,1,360000,1,0,9,2,36.8,2500,1250,5.25,1,5.25,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,4,4,3.5,5,5,4.25,4.29,-0.2,-0.333333333,-1,0.6,2.666666667,1.25,0.497222222
3539,1,2,1,56,3,2,5,20,0,1,1,480000,1,1,7,15,6,3000,200,0.2,1,0.2,,,,,,,0,0,,,,,,,,0,0,0.2,1.75,1,1.666666667,2,2,1.683333333,2,5,,,,,,4.2,4.33,4.5,4.4,2.33,3,3.79,0.2,1,1,1,0.333333333,0,0.588888889
3539,1,2,1,56,3,2,5,20,0,1,1,480000,1,0,7,30,6,5000,166.67,-0.92,1,-0.92,,,,,,,0,0,,,,,,,,0,0,,1.75,1,1.666666667,2,2,1.683333333,2,5,,,,,,4,3.33,3.5,3.4,2,3,3.21,0,0.333333333,0,0.4,-1.666666667,-1,-0.322222222
540,1,2,1,65,5,2,4,30,0,0,1,800000,1,1,7,1,46,2000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,5,1.8,4,5,,,,,,4,3,3.5,3,3.67,4,3.53,0,0,0,0,0,0,0
540,1,2,1,65,5,2,4,30,0,0,1,800000,1,0,7,1,46,2000,2000,0.33,1,0.33,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,5,1.8,4,5,,,,,,4,3,3.5,3,3.67,4,3.53,-0.4,-1.666666667,-1.25,-2,-1,-1,-1.219444444
541,1,2,1,50,4,2,2,20,1,0,1,360000,1,1,8,10,200,15000,1500,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,4.4,4.67,4.75,5,4.67,5,4.75,1,1,1,1,1,1,1
541,1,2,1,50,4,2,2,20,1,0,1,360000,1,0,8,10,300,15000,1500,0.13,1,0.13,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3.4,3.67,3.75,4,3.67,4,3.75,-1.2,-0.666666667,-1.25,-0.6,-1,1,-0.619444444
542,1,2,1,50,6,2,4,30,1,1,1,480000,1,1,8,15,200,20000,1333.33,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,0.111111111,2.5,2,2,2,2,2.1,2,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,0,0,0,0,0,0,0
542,1,2,1,50,6,2,4,30,1,1,1,480000,1,0,8,15,300,18000,1200,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,2.5,2,2,2,2,2.1,2,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,1.8,2.333333333,3.75,2.6,2.333333333,1,2.302777778
544,0,2,0,55,3,3,5,10,0,1,1,35000,1,1,1,10,17,15015,1501.5,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,2,1,1,4.5,2.05,1,5,,,,,,2.8,2,1.25,2,2.33,2,2.06,0,0,0,0,0,0,0
544,0,2,0,55,3,3,5,10,0,1,1,35000,1,0,1,10,13.5,15015,1501.5,0.4,1,0.4,,,,,,,0,0,,,,,,,,0,0,,1.75,2,1,1,4.5,2.05,1,5,,,,,,2.8,2,1.25,2,2.33,2,2.06,-0.2,-1.333333333,-2.25,-2,-1.666666667,-2,-1.575
545,0,2,0,49,3,1,5,10,0,1,1,35000,1,1,4,12,3.1,12903,1075.25,0.08,1,0.08,,,,,,,0,0,,,,,,,,0,0,0.07525,2.25,3.333333333,1.666666667,1,4.5,2.55,1,5,,,,,,3,3.33,3.5,4,4,4,3.64,0,0,0,0.2,0,0,0.033333333
545,0,2,0,49,3,1,5,10,0,1,1,35000,1,0,8,12,3.1,12000,1000,-0.97,1,-0.97,,,,,,,0,0,,,,,,,,0,0,,2.25,3.333333333,1.666666667,1,4.5,2.55,1,5,,,,,,3,3.33,3.5,3.8,4,4,3.61,-2,-1.666666667,-1.5,-1.2,-1,-1,-1.394444444
546,1,2,1,51,5,2,4,20,0,0,1,800000,1,1,8,5,180,180000,36000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0.4,0.333333333,0,0.2,0.666666667,0.25,0.308333333
546,1,2,1,51,5,2,4,20,0,0,1,800000,1,0,8,5,180,180000,36000,299,1,299,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,4.6,4.67,5,4.8,4.33,4.75,4.69,1.4,1.333333333,0.75,0.8,0.333333333,1.25,0.977777778
547,1,2,1,65,5,2,4,40,0,1,1,1080000,1,1,2,10,25,1200,120,-0.54,0.38,-0.21,7,6,25,2500,416.6666667,0,0.230769231,0,7,1,10,1000,10,100,0,0.384615385,0,-0.207100592,3.25,2.666666667,2.333333333,2,3,,4,5,,,,,,3.2,3.33,4.25,4,4,3.5,3.71,0,-0.166666667,0.25,0,0,1,0.180555556
547,1,2,1,65,5,2,4,40,0,1,1,1080000,1,0,2,10,25,2600,260,-0.61,0.38,-0.23,7,6,25,2500,416.6666667,,0.230769231,0,7,1,10,1000,10,100,,0.384615385,0,,3.25,2.666666667,2.333333333,2,3,2.65,4,5,,,,,,3.2,3.5,4,4,4,2.5,3.53,-0.8,-0.5,-0.75,0,-1,-2.5,-0.925
548,1,2,0,43,5,2,5,7,0,1,1,480000,1,1,8,0.18,90,120,666.67,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,2,1.666666667,1,1.5,1.533333333,4,1,1,1,1,1,1,4,4,4.75,4,5,5,4.46,0.4,1,1.75,1,2,2,1.358333333
548,1,2,0,43,5,2,5,7,0,1,1,480000,1,0,8,0.18,90,120,666.67,1,1,1,,,,,,,0,0,,,,,,,,0,0,,1.5,2,1.666666667,1,1.5,1.533333333,4,1,1,1,1,1,1,3.6,3,3,3,3,3,3.1,-1.4,-2,-2,-2,-2,-2,-1.9
549,1,2,1,61,1,2,5,6,0,0,1,200000,1,1,7,3,40,1000,333.33,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0
549,1,2,1,61,1,2,5,6,0,0,1,200000,1,0,7,3,50,1000,333.33,-0.43,1,-0.43,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2.5,2,2.333333333,2,2.138888889
550,1,2,0,48,3,2,5,20,0,1,1,180000,1,1,1,17,9,10000,588.24,0,0.67,0,9,8,140,2000,250,0,0.316831683,0,8,12,0.25,1200,10,4800,,0.00990099,0,0,3,3.333333333,3,2.5,4.5,,2,1,1,0,1,0,0,3,3,2.5,3,2.67,3,2.86,0.6,0,0,0,0,0,0.1
550,1,2,0,48,3,2,5,20,0,1,1,180000,1,0,1,17,9,10000,588.24,-0.72,0.68,-0.49,9,8,140,2000,250,,0.32,0,0,0,0,0,0,0,,0,0,,3,3.333333333,3,2.5,4.5,3.266666667,2,1,1,0,1,0,0,2.4,3,2.5,3,2.67,3,2.76,-2.4,-1.333333333,-1.5,-1.8,-1.666666667,-0.5,-1.533333333
551,1,2,1,56,3,2,4,20,1,1,1,10000,1,1,1,3,9,6400,2133.33,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1.666666667,1.333333333,1.5,5,2.25,1,1,1,1,1,1,1,4.8,4.33,4,4.8,4.33,3.5,4.29,0,0,-0.75,0.8,0,0,0.008333333
551,1,2,1,56,3,2,4,20,1,1,1,10000,1,0,1,3,9,6400,2133.33,3.27,1,3.27,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,1.333333333,1.5,5,2.25,1,1,1,1,1,1,1,4.8,4.33,4.75,4,4.33,3.5,4.29,0.2,0.333333333,0.5,-0.2,0.333333333,-1.25,-0.013888889
553,1,2,1,47,5,2,3,18,0,1,1,200000,1,1,1,16,10,8000,500,0.07,0.84,0.06,8,3,20,15000,5000,-0.285714286,0.157894737,-0.045112782,,,,,,,,0,0,0.005513784,3.75,5,4.666666667,2.5,5,4.183333333,3,3,1,1,1,1,1,4.6,4,4.25,4.2,4,4.75,4.3,0,0,0,0,0,0,0
